"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-18","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","37","H,,S","50",",,W","28",",,W","  100",",,W","  100",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-19","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","42","H,,S","46",",,W","37",",,W","  130",",,W","  130",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-20","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","42","H,,S","50",",,W","38",",,W","  220",",,W","  210",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-21","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","42","H,,S","49",",,W","32",",,W","  360",",,W","  360",",,W","21.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-22","10.96",",,W",,,"0.02",",,W,2400","0.2",",,W","0.0",",,W,2400","32","H,,S","35",",,W","26",",,W","   40",",,W","   60",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-23","10.74",",,W",,,"0.61",",,W,2400","5.6",",,W","2.0",",,W,2400","29","H,,S","31",",,W","28",",,W","  100",",,W","   60",",,W","17.0",",,W","27.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-24","11.41",",,W",,,"0.04",",,W,2400","0.0",",,W","5.1",",,W,2400","30","H,,S","37",",,W","19",",,W","  100",",,W","  130",",,W","21.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-25","11.18",",,W",,,"0.25",",,W,2400","0.0",",,W","2.0",",,W,2400","37","H,,S","41",",,W","35",",,W","  270",",,W","  260",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-26","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","37","H,,S","42",",,W","31",",,W","  320",",,W","  290",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-27","11.86",",,W",,,"0.04",",,W,2400","0.6",",,W","1.2",",,W,2400","29","H,,S","31",",,W","21",",,W","   20",",,W","  350",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-28","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","27","H,,S","36",",,W","20",",,W","   40",",,W","  120",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-29","15.21",",,W",,,"0.01",",,W,2400","0.0","T,,W","0.0",",,W,2400","32","H,,S","47",",,W","24",",,W","  190",",,W","  180",",,W","30.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-30","10.74",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","46","H,,S","61",",,W","34",",,W","  280",",,W","  220",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-03-31","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","49","H,,S","58",",,W","39",",,W","  250",",,W","  250",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-01","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","52","H,,S","72",",,W","35",",,W","  180",",,W","  180",",,W","28.0",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-02","11.18",",,W",,,"0.36",",,W,2400","0.0",",,W","0.0",",,W,2400","58","H,,S","65",",,W","50",",,W","  190",",,W","  190",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-03","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","50","H,,S","53",",,W","30",",,W","   20",",,W","   20",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-04","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","40","H,,S","58",",,W","28",",,W","  250",",,W","  250",",,W","29.1",",,W","36.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-05","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","53","H,,S","66",",,W","36",",,W","  240",",,W","  240",",,W","21.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-06","6.71",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W,2400","45","H,,S","62",",,W","34",",,W","   50",",,W","   20",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-07","13.87",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","40","H,,S","46",",,W","38",",,W","  100",",,W","  100",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-08","8.95",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W,2400","44","H,,S","50",",,W","40",",,W","   50",",,W","   50",",,W","17.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-09","13.87",",,W",,,"1.41",",,W,2400","0.0",",,W","0.0",",,W,2400","51","H,,S","71",",,W","41",",,W","  240",",,W","  260",",,W","33.1",",,W","46.1",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-10","17.22",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","53","H,,S","62",",,W","39",",,W","  290",",,W","  250",",,W","35.1",",,W","46.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-11","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","48","H,,S","62",",,W","38",",,W","  240",",,W","  250",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-12","10.74",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","55","H,,S","68",",,W","41",",,W","  180",",,W","  190",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-13","12.53",",,W",,,"0.22",",,W,2400","0.0",",,W","0.0",",,W,2400","60","H,,S","65",",,W","49",",,W","  300",",,W","  330",",,W","25.1",",,W","34.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-14","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","56","H,,S","66",",,W","39",",,W","   80",",,W","  120",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-15","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","54","H,,S","64",",,W","43",",,W","   60",",,W","   70",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-16","6.49",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","53","H,,S","66",",,W","45",",,W","  100",",,W","   70",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-17","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","60","H,,S","78",",,W","45",",,W","  270",",,W","  250",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-18","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","60","H,,S","65",",,W","47",",,W","   20",",,W","   20",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-19","9.62",",,W",,,"0.46",",,W,2400","0.0",",,W","0.0",",,W,2400","56","H,,S","68",",,W","48",",,W","   60",",,W","   80",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-20","16.11",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W,2400","49","H,,S","52",",,W","41",",,W","  270",",,W","  270",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-21","19.91",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","44","H,,S","54",",,W","38",",,W","  270",",,W","  280",",,W","38.0",",,W","52.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-22","13.42",",,W",,,"0.00","T,,W,2400","0.0","T,,W","0.0",",,W,2400","40","H,,S","46",",,W","34",",,W","  310",",,W","  310",",,W","25.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-23","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","42","H,,S","55",",,W","32",",,W","  310",",,W","  300",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-24","6.71",",,W",,,"0.16",",,W,2400","0.0",",,W","0.0",",,W,2400","44","H,,S","57",",,W","29",",,W","  110",",,W","   40",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-25","12.97",",,W",,,"0.16",",,W,2400","0.0",",,W","0.0",",,W,2400","44","H,,S","48",",,W","39",",,W","   60",",,W","   70",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-26","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","45","H,,S","56",",,W","35",",,W","   20",",,W","   20",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-27","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","46","H,,S","55",",,W","38",",,W","   40",",,W","   30",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-28","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","46","H,,S","58",",,W","35",",,W","   70",",,W","   50",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-29","7.16",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","50","H,,S","61",",,W","38",",,W","   60",",,W","   60",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-04-30","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","46","H,,S","51",",,W","38",",,W","   20",",,W","   30",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-01","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","50","H,,S","67",",,W","38",",,W","  100",",,W","  100",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-02","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","62","H,,S","76",",,W","50",",,W","  220",",,W","  210",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-03","9.84",",,W",,,"0.42",",,W,2400","0.0",",,W","0.0",",,W,2400","67","H,,S","78",",,W","55",",,W","  310",",,W","  200",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-04","8.50",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","65","H,,S","74",",,W","55",",,W","  250",",,W","  240",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-05","9.17",",,W",,,"0.95",",,W,2400","0.0",",,W","0.0",",,W,2400","52","H,,S","56",",,W","47",",,W","   80",",,W","   60",",,W","15.0",",,W","19.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-06","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","56","H,,S","77",",,W","46",",,W","   50",",,W","   50",",,W","13.0",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-07","11.41",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W,2400","67","H,,S","83",",,W","52",",,W","  200",",,W","  190",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-08","8.50",",,W",,,"0.75",",,W,2400","0.0",",,W","0.0",",,W,2400","71","H,,S","81",",,W","63",",,W","  200",",,W","  190",",,W","31.1",",,W","42.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-09","8.95",",,W",,,"0.29",",,W,2400","0.0",",,W","0.0",",,W,2400","60","H,,S","64",",,W","47",",,W","   40",",,W","   30",",,W","17.0",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-10","9.40",",,W",,,"0.14",",,W,2400","0.0",",,W","0.0",",,W,2400","49","H,,S","54",",,W","45",",,W","   20",",,W","   30",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-11","13.20",",,W",,,"0.22",",,W,2400","0.0",",,W","0.0",",,W,2400","56","H,,S","68",",,W","47",",,W","  280",",,W","  270",",,W","28.0",",,W","36.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-12","16.78",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","52","H,,S","56",",,W","44",",,W","  270",",,W","  270",",,W","28.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-13","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","48","H,,S","52",",,W","40",",,W","   50",",,W","   60",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-14","10.51",",,W",,,"0.24",",,W,2400","0.0",",,W","0.0",",,W,2400","52","H,,S","66",",,W","43",",,W","  140",",,W","  170",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-15","7.83",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","63","H,,S","76",",,W","57",",,W","  260",",,W","  170",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-16","7.83",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W,2400","69","H,,S","79",",,W","62",",,W","  170",",,W","  150",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-17","15.88",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","72","H,,S","82",",,W","66",",,W","  190",",,W","  160",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-18","15.43",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","72","H,,S","77",",,W","49",",,W","  270",",,W","  240",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-19","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","50","H,,S","53",",,W","40",",,W","  310",",,W","  310",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-20","8.28",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W,2400","44","H,,S","48",",,W","39",",,W","   20",",,W","   20",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-21","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","52","H,,S","69",",,W","45",",,W","  290",",,W","  320",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-22","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","59","H,,S","66",",,W","47",",,W","  350",",,W","  340",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-23","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","62","H,,S","80",",,W","46",",,W","  190",",,W","  180",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-24","7.38",",,W",,,"0.36",",,W,2400","0.0",",,W","0.0",",,W,2400","66","H,,S","72",",,W","59",",,W","   90",",,W","  170",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-25","15.21",",,W",,,"0.07",",,W,2400","0.0",",,W","0.0",",,W,2400","70","H,,S","78",",,W","65",",,W","  200",",,W","  220",",,W","25.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-26","12.75",",,W",,,"0.50",",,W,2400","0.0",",,W","0.0",",,W,2400","71","H,,S","74",",,W","64",",,W","  200",",,W","  200",",,W","31.1",",,W","42.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-27","10.74",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","68","H,,S","74",",,W","59",",,W","  280",",,W","  290",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-28","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","69","H,,S","82",",,W","54",",,W","   90",",,W","   90",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-29","9.84",",,W",,,"0.20",",,W,2400","0.0",",,W","0.0",",,W,2400","72","H,,S","81",",,W","63",",,W","  220",",,W","  220",",,W","25.1",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-30","14.32",",,W",,,"0.41",",,W,2400","0.0",",,W","0.0",",,W,2400","64","H,,S","71",",,W","44",",,W","   20",",,W","   20",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-05-31","16.11",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","47","H,,S","55",",,W","42",",,W","   20",",,W","   30",",,W","25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-06-01","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","51","H,,S","60",",,W","44",",,W","   50",",,W","   40",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-06-02","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","56","H,,S","70",",,W","42",",,W","  110",",,W","  120",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-06-03","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","62","H,,S","77",",,W","50",",,W","  130",",,W","  180",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-06-04","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","68","H,,S","81",",,W","57",",,W","  190",",,W","  190",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2015-06-05","14.76",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","65","H,,S","70",",,W","55",",,W","   10",",,W","   20",",,W","25.1",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
